"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"Otu0856",0.000113378400725622,0.000321343202056596,0.000116510400745667,0.000355795202277089,0.000160358401026294,0.000115884000741658,4.44744002846362e-05,0.000646444804137247,0.00046353600296663,0.000204206401306921,0.000477943203058836,0.000121521600777738,0.00020483280131093,0.00027123120173588,0.000164116801050348,0.00045163440289046,0.000284385601820068,0.000343893602200919,0.000189172801210706,0.000100224000641434,1.00224000641434e-05,0.000103982400665487,4.38480002806272e-06,0.000103982400665487,0.000181656001162598,0.000134676000861926,1.12752000721613e-05,1.37808000881971e-05,0.000207338401326966,0.000306309601960381,4.51008002886451e-05,8.33112005331917e-05,0.000163490401046339,0.000130917600837873,0.000352036802253036,1.5660000100224e-05,6.2013600396887e-05,3.50784002245018e-05,0.000533066403411625,0.000405907202597806,5.51232003527885e-05,3.94632002525645e-05,0.000459777602942577,0.000240537601539441,0.000251186401607593,0.000165996001062374,0.000116510400745667,8.26848005291827e-05,5.63760003608064e-05,0.000139687200893998,0.000130291200833864,0.000139060800889989,0.000137808000881971,8.26848005291827e-05,0.000181656001162598,5.38704003447706e-05,5.19912003327437e-05,0.000147204000942106,7.64208004890931e-05,8.14320005211648e-05,0.000359553602301143,2.25504001443226e-05,5.76288003688243e-05,0.000120895200773729,7.830000050112e-05,0.000196689601258813,2.44296001563494e-05,3.31992002124749e-05,9.52128006093619e-05,0.000166622401066383,0.000105235200673505,0.000201700801290885,0.000323222402068623,0.00014469840092607,0.00018666720119467,0.000136555200873953,0.000141566400906025,0.000223624801431199,7.20360004610304e-05,7.8926400505129e-05,4.6353600296663e-05,0.000133423200853908,0.00012653280080981,6.51456004169318e-05,0.000223624801431199,0.000230515201475297,0.000187293601198679,0.000129038400825846,0.000137808000881971,0.000149083200954132,0,7.57944004850842e-05,2.50560001603584e-05,0.000112752000721613,8.14320005211648e-05,0.000127159200813819,2.69352001723853e-05,8.20584005251738e-05,0.000112752000721613,1.87920001202688e-06,4.6980000300672e-05,2.12976001363046e-05,0.000315079202016507,0.000250560001603584,0.00016850160107841,8.70696005572454e-05,0.000119016000761702,0.000142819200914043,0.00013843440088598
"Otu0857",0.00102228480654262,0.00198694081271642,0.00118640160759297,0.00210971521350218,0.000399643202557717,0.000721612804618322,9.02016005772902e-05,0.00524547363357103,0.00311258161992052,0.00123839280792571,0.00202452481295696,0.00128850480824643,0.00309065761978021,0.00141065280902818,0.00241351921544652,0.00347902562226576,0.00238032001523405,0.00193870801240773,0.00168940081081217,0.00143946720921259,6.01344003848602e-05,0.00100913040645843,5.07384003247258e-05,0.000705952804518098,0.00168313681077208,0.00109118880698361,0.00015033600096215,0.000113378400725622,0.00193494961238368,0.00296725681899044,0.000267472801711826,0.00109118880698361,0.00164931121055559,0.00115132320736847,0.00186792481195472,0.000121521600777738,0.00118702800759698,0.000258076801651692,0.0039500784252805,0.00222685201425185,0.0013141872084108,0.000213602401367055,0.00127973520819031,0.00124590960797382,0.00155347200994222,0.00257700961649286,0.00134863920863129,0.000474811203038792,0.000474184803034783,0.000420940802694021,0.00134801280862728,0.00122148000781747,0.000967788006193843,0.000720986404614313,0.00197754481265629,0.000419061602681994,0.000963403206165781,0.000937720806001413,0.00034326720219691,0.000554990403551939,0.00148143600948119,0.000214228801371064,0.000333244802132767,0.000730382404674447,0.000535572003427661,0.00217736641393514,0.000163490401046339,0.000239284801531423,0.000658346404213417,0.000613872003928781,0.000640180804097157,0.00114881760735243,0.00216233281383893,0.000928324805941279,0.00131794560843485,0.00083123280531989,0.00165808081061172,0.00191052001222733,0.000648324004149274,0.000844387205404078,0.000560628003588019,0.00089136720570475,0.000713469604566205,0.00134801280862728,0.00161172721031505,0.0019712808126162,0.00159481441020681,0.00133423200853908,0.000905774405796956,0.000816199205223675,5.63760003608064e-06,0.000688413604405847,0.00028939680185214,0.000488592003126989,0.000834364805339935,0.00121083120774932,0.000819957605247729,0.00151275600968164,0.000955260006113664,6.2640000400896e-06,0.000726624004650394,0.000263088001683763,0.00123588720790968,0.00112188240718005,0.001957500012528,0.00121709520778941,0.00152716320977384,0.00062640000400896,0.00130604400835868
"Otu0858",0.00329862242111118,0.0176024665126558,0.0339201866170892,0.0123275520788963,0.00127284480814621,0.0063128592404023,0.000682149604365757,0.0118101456755849,0.00863617685527153,0.0223474465430237,0.00554489283548731,0.0141748056907188,0.0178787089144237,0.00334121762138379,0.0236823049515668,0.0114888024735283,0.00510202803265298,0.00452198162894068,0.00796780805099397,0.0128430792821957,0.000184161601178634,0.0334572770141266,0.000234273601499351,0.00245172961569107,0.00463849202968635,0.00786570485034051,0.00332493122127956,0.000290649601860157,0.0401729114571066,0.0113716656727787,0.00114881760735243,0.00700064644480414,0.126519020009722,0.00347338802222968,0.0153468000982195,0.000501746403211177,0.00350721362244617,0.00080116560512746,0.0145149408928956,0.058097973971827,0.00424010162713665,0.00175830481125315,0.00475061763040395,0.0169923529087511,0.0157777633009777,0.00750552484803536,0.00846329045416506,0.00108054000691546,0.00171758881099257,0.00200134801280863,0.0123576192790888,0.00678328564341303,0.0194202793242898,0.013840308088578,0.0974954022239706,0.00113127840724018,0.106785540683427,0.0262937665682801,0.00761201284871688,0.0520782699333009,0.0482077443085296,0.00156662641002641,0.00254381041628039,0.00412985522643107,0.00428833442744534,0.00733952884697298,0.00268224481716637,0.00100224000641434,0.00705576964515693,0.00543527283478575,0.00318148562036151,0.0225735769444709,0.0245636497572074,0.00716351044584647,0.00628842964024595,0.00225002881440018,0.0797507429104048,0.00779429524988349,0.00236841841515788,0.00253817281624431,0.0573137211668078,0.0231642721482513,0.0973262742228882,0.188975485209443,0.00349907042239405,0.0329323538107671,0.0151200432967683,0.0458562386934799,0.0036700776234885,0.0142950744914885,0.000177897601138545,0.00585746643748779,0.00173575441110883,0.00087946560562858,0.00680145124352929,0.00213539761366654,0.00151588800970168,0.393050342515522,0.00399330002555712,2.06712001322957e-05,0.0808400525173763,0.000526176003367526,0.00369638642365687,0.00535697283428463,0.00797845685106212,0.0621113187975124,0.0111931416716361,0.0240562657539601,0.00661165204231457
"Otu0859",0.000133423200853908,0.000110246400705577,0.000165369601058365,0.0002587032016557,6.2640000400896e-05,0.00018040320115458,8.76960005612544e-06,0.000605728803876664,0.000610740003908736,0.000202953601298903,0.000863179205524347,0.000137181600877962,0.000377719202417403,0.000110246400705577,0.000298792801912274,0.000373960802393349,0.000469173603002711,0.000376466402409385,0.000493603203159061,0.000110872800709586,5.63760003608064e-06,0.00010836720069355,1.12752000721613e-05,7.51680004810752e-05,7.95528005091379e-05,3.88368002485555e-05,3.31992002124749e-05,3.57048002285107e-05,0.00066273120424148,0.00024680160157953,4.7606400304681e-05,0.000135928800869944,0.000201074401286876,4.6980000300672e-05,0.000159105601018276,3.1946400204457e-05,0.000127785600817828,9.3960000601344e-06,0.000757317604846833,0.000306309601960381,1.12752000721613e-05,3.50784002245018e-05,0.000147830400946115,0.000273110401747907,0.000331992002124749,0.000214228801371064,9.3333600597335e-05,0.000159105601018276,8.83224005652634e-05,8.76960005612544e-06,0.000106488000681523,0.000178524001142554,0.000239911201535432,0.000134676000861926,0.000376466402409385,7.95528005091379e-05,0.000257450401647683,0.00029503440188822,5.38704003447706e-05,7.57944004850842e-05,0.000552484803535903,5.13648003287347e-05,0.000121521600777738,0.000161611201034312,1.94184001242778e-05,0.000455392802914514,5.63760003608064e-06,4.25952002726093e-05,0.000112752000721613,2.12976001363046e-05,3.94632002525645e-05,0.000234273601499351,0.000127159200813819,0.000200448001282867,0.000191052001222733,0,0.000197316001262822,0.000615124803936799,0.000125906400805801,0.000134676000861926,0.000107740800689541,5.76288003688243e-05,0.000266220001703808,0.000171007201094446,0.000185414401186652,0.000462283202958613,0.000231768001483315,0.000363312002325197,0.000113378400725622,0.000137808000881971,1.25280000801792e-06,0.000167875201074401,1.69128001082419e-05,7.01568004490035e-05,7.70472004931021e-05,0.000221745601419172,0.000152841600978186,0.000110872800709586,0.000122774400785756,0,8.45640005412096e-05,5.57496003567974e-05,0.000288770401848131,0.000150962400966159,0.000323848802072632,0.000199195201274849,0.000318837602040561,6.57720004209408e-05,0.000212976001363046
"Otu0860",0.000131544000841882,0.000129038400825846,8.08056005171558e-05,0.000256197601639665,4.94856003167078e-05,3.1320000200448e-05,3.75840002405376e-06,0.000324475202076641,0.000129038400825846,0.000142819200914043,8.51904005452186e-05,8.95752005732813e-05,0.000240537601539441,0.000154720800990213,0.000209217601338993,0.000281253601800023,9.89712006334157e-05,0.000115257600737649,7.26624004650394e-05,7.830000050112e-05,5.01120003207168e-06,0.000107114400685532,3.75840002405376e-06,5.76288003688243e-05,0.000139060800889989,0.000243043201555476,4.51008002886451e-05,1.00224000641434e-05,6.07608003888691e-05,0.000212976001363046,2.63088001683763e-05,8.76960005612544e-05,3.38256002164838e-05,0.000121521600777738,0.000211723201355028,1.6286400104233e-05,5.32440003407616e-05,4.51008002886451e-05,0.000236779201515387,0.000248680801591557,0.000194810401246787,2.63088001683763e-05,0.00031320000200448,0.000172260001102464,9.64656006173798e-05,0.0001747656011185,0.000139687200893998,2.25504001443226e-05,2.44296001563494e-05,0.000175392001122509,0.000135928800869944,8.76960005612544e-05,8.70696005572454e-05,2.25504001443226e-05,5.44968003487795e-05,2.31768001483315e-05,1.87920001202688e-05,0.000120895200773729,4.13424002645914e-05,7.7673600497111e-05,9.89712006334157e-05,2.56824001643674e-05,4.32216002766182e-05,9.64656006173798e-05,7.8926400505129e-05,7.8926400505129e-05,2.44296001563494e-05,1.44072000922061e-05,5.57496003567974e-05,0.00012653280080981,4.51008002886451e-05,8.14320005211648e-05,0.000217360801391109,4.13424002645914e-05,0.000340135202176865,0.000139060800889989,0.000117763200753684,0.000149709600958141,5.57496003567974e-05,5.95080003808512e-05,3.44520002204928e-05,0.000100850400645443,5.95080003808512e-05,1.94184001242778e-05,9.52128006093619e-05,6.95304004449946e-05,9.58392006133709e-05,5.26176003367526e-05,0.000131544000841882,8.76960005612544e-05,0,4.94856003167078e-05,4.38480002806272e-05,3.38256002164838e-05,4.44744002846362e-05,4.25952002726093e-05,2.06712001322957e-05,3.1320000200448e-05,7.70472004931021e-05,0,7.26624004650394e-05,1.25280000801792e-05,0.000145324800930079,8.76960005612544e-05,9.08280005812992e-05,9.83448006294067e-05,6.2013600396887e-05,0.000103356000661478,7.57944004850842e-05
"Otu0861",6.2640000400896e-06,2.38032001523405e-05,8.76960005612544e-06,4.57272002926541e-05,9.64656006173798e-05,4.38480002806272e-06,0,4.32216002766182e-05,1.81656001162598e-05,3.75840002405376e-05,4.44744002846362e-05,1.87920001202688e-06,1.25280000801792e-05,1.31544000841882e-05,2.25504001443226e-05,3.50784002245018e-05,6.13872003928781e-05,4.51008002886451e-05,3.38256002164838e-05,6.2640000400896e-06,2.50560001603584e-06,1.87920001202688e-06,1.25280000801792e-06,8.14320005211648e-06,1.5660000100224e-05,4.38480002806272e-06,1.25280000801792e-06,0,1.5660000100224e-05,7.07832004530125e-05,6.2640000400896e-07,6.2640000400896e-06,2.19240001403136e-05,1.31544000841882e-05,6.3266400404905e-05,0,1.12752000721613e-05,1.25280000801792e-06,5.63760003608064e-05,6.51456004169318e-05,0,0,5.01120003207168e-05,2.00448001282867e-05,5.95080003808512e-05,0,1.87920001202688e-06,1.19016000761702e-05,8.14320005211648e-06,6.2640000400896e-07,1.87920001202688e-06,5.01120003207168e-06,5.01120003207168e-06,9.3960000601344e-06,1.69128001082419e-05,7.51680004810752e-06,1.12752000721613e-05,3.1946400204457e-05,8.76960005612544e-06,6.2640000400896e-06,1.6286400104233e-05,0,7.51680004810752e-06,1.6286400104233e-05,3.1320000200448e-06,1.37808000881971e-05,5.01120003207168e-06,6.2640000400896e-07,5.63760003608064e-06,5.01120003207168e-06,5.01120003207168e-06,2.06712001322957e-05,8.76960005612544e-06,1.5033600096215e-05,1.87920001202688e-05,2.50560001603584e-06,2.50560001603584e-06,4.38480002806272e-05,5.63760003608064e-06,1.25280000801792e-05,4.38480002806272e-06,1.94184001242778e-05,1.31544000841882e-05,7.51680004810752e-06,3.38256002164838e-05,4.7606400304681e-05,3.44520002204928e-05,1.6286400104233e-05,3.57048002285107e-05,2.19240001403136e-05,0,8.76960005612544e-06,3.75840002405376e-06,1.31544000841882e-05,2.50560001603584e-06,1.6286400104233e-05,5.01120003207168e-06,2.31768001483315e-05,9.3960000601344e-06,0,2.50560001603584e-06,1.87920001202688e-06,8.76960005612544e-06,9.3960000601344e-06,4.82328003086899e-05,4.38480002806272e-06,1.12752000721613e-05,1.19016000761702e-05,1.87920001202688e-05
"Otu0862",6.82776004369766e-05,0.000335750402148803,5.44968003487795e-05,0.000333871202136776,0.000428457602742129,7.26624004650394e-05,4.44744002846362e-05,0.000278121601779978,0.000147830400946115,5.19912003327437e-05,0.000586936803756396,6.01344003848602e-05,0.000121521600777738,0.000178524001142554,0.0002587032016557,0.000679017604345713,0.000208591201334984,0.000261208801671736,0.000302551201936328,8.08056005171558e-05,7.51680004810752e-06,8.64432005532365e-05,8.76960005612544e-06,5.38704003447706e-05,0.000407786402609833,0.000296913601900247,2.06712001322957e-05,1.31544000841882e-05,7.64208004890931e-05,0.000774856804959084,3.38256002164838e-05,6.95304004449946e-05,0.00021109680135102,9.4586400605353e-05,0.000394005602521636,9.3960000601344e-06,0.000167248801070392,4.00896002565734e-05,0.00102854880658271,0.000212976001363046,0.00014469840092607,5.88816003768422e-05,0.000561254403592028,9.20808005893171e-05,0.000343893602200919,0.000170380801090437,8.51904005452186e-05,0.000148456800950124,3.1946400204457e-05,0.000221745601419172,9.08280005812992e-05,7.8926400505129e-05,9.83448006294067e-05,5.63760003608064e-05,0.000160358401026294,1.5660000100224e-05,3.50784002245018e-05,7.7673600497111e-05,3.75840002405376e-06,1.81656001162598e-05,0.00026496720169579,2.19240001403136e-05,6.63984004249498e-05,0.000119016000761702,8.26848005291827e-05,0.000153468000982195,3.94632002525645e-05,2.88144001844122e-05,5.19912003327437e-05,0.00018666720119467,0.000105235200673505,0.000142192800910034,0.000268725601719844,6.63984004249498e-05,0.00012653280080981,0.0001327968008499,0.000113378400725622,0.000414050402649923,6.13872003928781e-05,8.51904005452186e-05,5.82552003728333e-05,7.01568004490035e-05,5.19912003327437e-05,3.69576002365286e-05,0.000360180002305152,0.000103982400665487,0.0002587032016557,7.95528005091379e-05,0.000141566400906025,0.000125280000801792,6.2640000400896e-07,2.38032001523405e-05,9.3333600597335e-05,8.33112005331917e-05,0.000166622401066383,4.57272002926541e-05,4.38480002806272e-06,3.25728002084659e-05,4.00896002565734e-05,3.75840002405376e-06,6.38928004089139e-05,1.06488000681523e-05,9.89712006334157e-05,0.000147830400946115,0.000177897601138545,0.000130917600837873,0.000224877601439217,0.000201074401286876,0.000519285603323428
"Otu0863",0.0107252208686414,0.0142819200914043,0.00934087685978161,0.014333911291737,0.00531625683402404,0.00240850801541445,0.000711590404554179,0.0779066212986024,0.0583948875737273,0.0147379392943228,0.0714252604571217,0.00888360485685507,0.0144767304926511,0.00751178884807545,0.0212099041357434,0.030971095398215,0.0383770226456129,0.0223756345432041,0.0327413018095443,0.00560565363587618,0.000598212003828557,0.00838561685366795,0.000709711204542152,0.00337566962160429,0.00995161686369035,0.0140864832901535,0.00200260081281665,0.00532565283408418,0.0482666259089064,0.0122736816785516,0.00184600081181441,0.0106080840678917,0.0100938096646004,0.00498238563188727,0.00906901925804172,0.000526176003367526,0.00570775683652964,0.000593827203800494,0.0273724273751835,0.0174884617119262,0.0196244857255967,0.00146514960937696,0.00500806803205164,0.0108674136695514,0.024605618557476,0.0149039352953852,0.00810812165189198,0.0118477296758255,0.00588001683763211,0.00334560242141186,0.00974678406237942,0.0117230760750277,0.0185420665186692,0.0113121576723978,0.0209612233341518,0.00683465044374176,0.0128318040821235,0.0127585152816545,0.00344707922206131,0.00425137682720881,0.0411964490636573,0.00433782002776205,0.00534945603423652,0.00720422644610705,0.00238533121526612,0.0184737889182322,0.000447249602862397,0.00159857281023087,0.00600404403842588,0.00208465921334182,0.00524923203359509,0.0240406057538599,0.00894561845725196,0.00890427605698737,0.0152872920978387,0.00369951842367692,0.00960521766147339,0.0397049906541119,0.00316332002024525,0.0196864993259936,0.00380600642435844,0.00823402805269778,0.0131656752842603,0.0150799536965117,0.00691545604425892,0.0310161961985037,0.0146740464939139,0.0236660185514625,0.00638928004089139,0.00990714246340571,8.08056005171558e-05,0.0118652688759377,0.00308000881971206,0.0120625848772005,0.00807617525168752,0.0139561920893196,0.00685031044384199,0.00668118244275957,0.00859358165499892,8.39376005372006e-05,0.0101827584651697,0.00654901204191368,0.028314532981213,0.00973362966229523,0.0130366368834345,0.0167323969070873,0.0121609296778299,0.00428332322741327,0.0142850520914243
"Otu0864",1.69128001082419e-05,9.3333600597335e-05,4.88592003126989e-05,4.94856003167078e-05,4.94856003167078e-05,2.50560001603584e-05,1.5660000100224e-05,8.33112005331917e-05,7.26624004650394e-05,1.94184001242778e-05,7.07832004530125e-05,3.1320000200448e-05,3.69576002365286e-05,2.63088001683763e-05,6.2640000400896e-05,9.89712006334157e-05,3.31992002124749e-05,5.38704003447706e-05,6.63984004249498e-05,2.06712001322957e-05,6.2640000400896e-07,1.12752000721613e-05,6.2640000400896e-07,2.38032001523405e-05,3.69576002365286e-05,2.44296001563494e-05,9.3960000601344e-06,1.87920001202688e-06,1.75392001122509e-05,0.00015660000100224,1.75392001122509e-05,2.50560001603584e-05,4.38480002806272e-05,1.69128001082419e-05,0.00013843440088598,5.63760003608064e-06,3.00672001924301e-05,3.75840002405376e-06,0.00029503440188822,3.44520002204928e-05,1.25280000801792e-05,5.01120003207168e-06,0.000151588800970168,3.31992002124749e-05,0.000114004800729631,2.63088001683763e-05,4.19688002686003e-05,5.26176003367526e-05,1.25280000801792e-05,2.63088001683763e-05,5.32440003407616e-05,3.75840002405376e-05,1.69128001082419e-05,1.81656001162598e-05,3.0693600196439e-05,6.2640000400896e-06,9.3960000601344e-06,2.63088001683763e-05,1.87920001202688e-06,9.3960000601344e-06,0.00016286400104233,5.01120003207168e-06,1.5660000100224e-05,1.6286400104233e-05,2.81880001804032e-05,3.0693600196439e-05,6.2640000400896e-06,1.06488000681523e-05,1.6286400104233e-05,1.69128001082419e-05,2.31768001483315e-05,3.0693600196439e-05,4.00896002565734e-05,2.63088001683763e-05,1.44072000922061e-05,1.81656001162598e-05,2.63088001683763e-05,6.95304004449946e-05,1.75392001122509e-05,1.5033600096215e-05,8.14320005211648e-06,1.37808000881971e-05,8.76960005612544e-06,1.00224000641434e-05,5.76288003688243e-05,1.25280000801792e-05,5.44968003487795e-05,8.76960005612544e-06,3.0693600196439e-05,2.94408001884211e-05,0,1.31544000841882e-05,1.87920001202688e-05,8.14320005211648e-06,9.3960000601344e-06,2.94408001884211e-05,6.2640000400896e-07,1.94184001242778e-05,9.3960000601344e-06,5.01120003207168e-06,1.00224000641434e-05,6.2640000400896e-07,4.51008002886451e-05,6.2640000400896e-05,4.13424002645914e-05,1.12752000721613e-05,5.07384003247258e-05,3.38256002164838e-05,0.000109620000701568
"Otu0865",4.32216002766182e-05,9.64656006173798e-05,5.19912003327437e-05,0.000159732001022285,0.000130291200833864,1.69128001082419e-05,1.12752000721613e-05,0.000170380801090437,9.64656006173798e-05,3.94632002525645e-05,9.83448006294067e-05,4.07160002605824e-05,4.07160002605824e-05,0.000127785600817828,7.64208004890931e-05,0.000125906400805801,5.32440003407616e-05,7.7673600497111e-05,7.51680004810752e-05,3.31992002124749e-05,2.50560001603584e-06,5.76288003688243e-05,1.25280000801792e-06,4.13424002645914e-05,8.64432005532365e-05,0.000203580001302912,7.51680004810752e-06,3.1320000200448e-06,7.8926400505129e-05,0.000229262401467279,1.81656001162598e-05,4.19688002686003e-05,5.13648003287347e-05,6.70248004289587e-05,0.000150962400966159,1.37808000881971e-05,3.82104002445466e-05,1.69128001082419e-05,0.000202327201294894,5.95080003808512e-05,0.000169754401086428,1.5033600096215e-05,0.000419061602681994,7.07832004530125e-05,0.000122774400785756,6.51456004169318e-05,5.44968003487795e-05,2.12976001363046e-05,1.31544000841882e-05,0.000176644801130527,8.20584005251738e-05,2.63088001683763e-05,3.25728002084659e-05,2.63088001683763e-05,4.82328003086899e-05,6.2640000400896e-06,1.6286400104233e-05,1.6286400104233e-05,5.01120003207168e-06,1.37808000881971e-05,0.000117763200753684,8.76960005612544e-06,2.63088001683763e-05,2.75616001763942e-05,7.20360004610304e-05,2.81880001804032e-05,2.19240001403136e-05,8.14320005211648e-06,4.57272002926541e-05,3.50784002245018e-05,7.57944004850842e-05,2.44296001563494e-05,0.000129664800829855,3.25728002084659e-05,0.00024680160157953,4.51008002886451e-05,5.26176003367526e-05,7.14096004570214e-05,4.07160002605824e-05,2.56824001643674e-05,2.56824001643674e-05,3.0693600196439e-05,9.3960000601344e-06,1.44072000922061e-05,0.000159105601018276,1.37808000881971e-05,0.000137181600877962,2.12976001363046e-05,4.51008002886451e-05,4.7606400304681e-05,0,3.57048002285107e-05,2.56824001643674e-05,2.19240001403136e-05,9.70920006213888e-05,2.69352001723853e-05,1.25280000801792e-06,1.37808000881971e-05,3.00672001924301e-05,2.50560001603584e-06,1.87920001202688e-05,6.2640000400896e-06,6.3266400404905e-05,8.14320005211648e-05,1.87920001202688e-05,5.95080003808512e-05,3.0693600196439e-05,8.51904005452186e-05,7.70472004931021e-05
"Otu0866",4.25952002726093e-05,5.19912003327437e-05,1.81656001162598e-05,4.82328003086899e-05,1.94184001242778e-05,2.50560001603584e-05,0,0.000103356000661478,7.57944004850842e-05,2.12976001363046e-05,0.000181656001162598,5.63760003608064e-06,2.50560001603584e-05,7.51680004810752e-05,5.13648003287347e-05,0.000103982400665487,5.70024003648154e-05,1.81656001162598e-05,3.38256002164838e-05,1.44072000922061e-05,1.87920001202688e-06,1.37808000881971e-05,1.25280000801792e-06,2.19240001403136e-05,3.1320000200448e-05,4.51008002886451e-05,3.1320000200448e-06,1.87920001202688e-06,1.37808000881971e-05,4.94856003167078e-05,8.14320005211648e-06,1.44072000922061e-05,3.25728002084659e-05,3.00672001924301e-05,6.51456004169318e-05,0,2.06712001322957e-05,1.87920001202688e-06,0.00010836720069355,2.19240001403136e-05,5.63760003608064e-06,3.1320000200448e-06,8.76960005612544e-06,1.00224000641434e-05,3.69576002365286e-05,4.38480002806272e-05,6.89040004409856e-06,1.6286400104233e-05,1.31544000841882e-05,1.44072000922061e-05,2.63088001683763e-05,1.37808000881971e-05,3.44520002204928e-05,8.14320005211648e-06,3.88368002485555e-05,5.63760003608064e-06,2.00448001282867e-05,1.5660000100224e-05,6.2640000400896e-06,8.14320005211648e-06,0.000117136800749676,8.14320005211648e-06,1.00224000641434e-05,1.6286400104233e-05,3.50784002245018e-05,3.63312002325197e-05,0,6.89040004409856e-06,1.5033600096215e-05,1.81656001162598e-05,5.63760003608064e-06,5.63760003608064e-05,9.3960000601344e-06,1.75392001122509e-05,1.12752000721613e-05,1.00224000641434e-05,3.75840002405376e-05,8.39376005372006e-05,1.6286400104233e-05,1.37808000881971e-05,6.2640000400896e-07,2.00448001282867e-05,1.44072000922061e-05,3.0693600196439e-05,4.00896002565734e-05,6.07608003888691e-05,3.50784002245018e-05,7.32888004690483e-05,1.12752000721613e-05,2.31768001483315e-05,0,1.75392001122509e-05,4.38480002806272e-06,1.6286400104233e-05,6.89040004409856e-06,2.12976001363046e-05,8.14320005211648e-06,1.37808000881971e-05,1.00224000641434e-05,0,8.76960005612544e-06,5.01120003207168e-06,2.00448001282867e-05,9.52128006093619e-05,3.88368002485555e-05,1.75392001122509e-05,3.00672001924301e-05,2.06712001322957e-05,1.44072000922061e-05
"Otu0867",8.64432005532365e-05,0.00014469840092607,5.38704003447706e-05,0.000328233602100695,0.000112125600717604,9.77184006253978e-05,2.63088001683763e-05,0.000338882402168847,0.000154720800990213,0.000124027200793774,0.000142192800910034,8.95752005732813e-05,0.000242416801551468,0.000171633601098455,0.000231768001483315,0.000263714401687772,0.000134676000861926,0.000105235200673505,9.95976006374246e-05,0.000128412000821837,7.51680004810752e-06,5.01120003207168e-05,1.00224000641434e-05,6.51456004169318e-05,0.000316958402028534,0.00024116400154345,1.44072000922061e-05,1.31544000841882e-05,9.77184006253978e-05,0.000347025602220964,2.56824001643674e-05,9.08280005812992e-05,6.95304004449946e-05,0.000140313600898007,0.000241790401547459,2.75616001763942e-05,0.00010210320065346,3.00672001924301e-05,0.000363312002325197,0.000308188801972408,0.000263088001683763,3.31992002124749e-05,0.000377092802413394,0.000124027200793774,0.00019856880127084,0.000243043201555476,0.000162237601038321,2.75616001763942e-05,2.50560001603584e-05,0.000129664800829855,0.000134049600857917,5.51232003527885e-05,9.3333600597335e-05,2.81880001804032e-05,6.76512004329677e-05,1.81656001162598e-05,1.94184001242778e-05,6.2013600396887e-05,4.07160002605824e-05,3.0693600196439e-05,0.000133423200853908,1.6286400104233e-05,4.32216002766182e-05,3.50784002245018e-05,0.000104608800669496,8.95752005732813e-05,1.94184001242778e-05,1.94184001242778e-05,7.07832004530125e-05,0.000145324800930079,8.58168005492275e-05,6.2640000400896e-05,0.000214228801371064,4.44744002846362e-05,0.000171633601098455,0.000167248801070392,0.000125906400805801,0.000157852801010258,5.63760003608064e-05,6.13872003928781e-05,4.44744002846362e-05,8.95752005732813e-05,7.01568004490035e-05,2.81880001804032e-05,0.000142819200914043,6.95304004449946e-05,0.000144072000922061,1.6286400104233e-05,6.70248004289587e-05,9.52128006093619e-05,0,4.7606400304681e-05,3.63312002325197e-05,5.26176003367526e-05,7.32888004690483e-05,4.7606400304681e-05,1.6286400104233e-05,3.25728002084659e-05,5.44968003487795e-05,6.2640000400896e-07,4.6980000300672e-05,3.75840002405376e-06,0.000121521600777738,7.20360004610304e-05,7.830000050112e-05,6.70248004289587e-05,7.64208004890931e-05,9.89712006334157e-05,8.45640005412096e-05
